,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
ATP_3h_tm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1601819Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AGPAT161,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
KAS_HP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FADFMNtm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CERH126,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
GK2,nonlethal,nonlethal,nonlethal,,not in model,,,,nonlethal,nonlethal,
PGPPTnhs,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
PPNCL2,nonlethal,nonlethal,nonlethal,,not in model,,,,nonlethal,nonlethal,
EX_pe18111Z1829Z12Z_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MDH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ARTPLM1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACPS1,not in model,not in model,not in model,,nonlethal,,,,nonlethal,nonlethal,
O2tm,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
AGPAT140,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAS60_1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_enter_e,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
RNTR3c,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
G6PI_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADSL1r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MTHFC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DPR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGD3TDS1829Z12Z1613Ec,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HMR_9608,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
PIt9,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pg1819Z160_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FE2DMT1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1601819Z180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1819Z1819Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SUCptspp_1,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
KAS1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACCOAC_1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PIt2m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD8,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_4abut_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD12,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CLIPAabctexc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
A3GALT2c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
3OAR181,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR140,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1819Z1819Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pa180_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT18111Z18111Z180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AMALT4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DTARTD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_lipa_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THMPPt2m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_phethrlys_e,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
CTPS2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EPISTAT_SC,nonlethal,nonlethal,nonlethal,,not in model,,,,nonlethal,nonlethal,
OHPHM,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FRDO3r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RNTR2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FEDCabc,not in model,not in model,nonlethal,,not in model,,,,not in model,not in model,
AMCOXO,not in model,not in model,not in model,,not in model,,,,nonlethal,not in model,
1AGPEAT18111Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METARHODOPSINHc,nonlethal,not in model,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SEAHCYSHYD_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CPPPGOAN2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CLPNS180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1819Z1819Z180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PROabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DXHPScm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RNDR2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR161y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm240,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe141_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD16,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MLTG4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MYCSacp58,not in model,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
Kabc,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
NO2t3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATPS4r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
I2FE2SS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
POR_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYDXS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CRNCDH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALCD1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYK2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CITtcm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASPOR_m,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
PG1819Z160t,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGW6DS1829Z12Z160c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PHETHRLYSr,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
SUCFUMtm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MMSAD2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADH2_u6cm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RIBabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK2m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSATm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_arbtn_fe3_e,nonlethal,not in model,nonlethal,,not in model,,,,nonlethal,not in model,
EX_pa141_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAO80pc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SPTc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HISTP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm260,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALATA_L,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ETHAPT1819Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
Protein_t,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
QULNS,nonlethal,not in model,not in model,,not in model,,,,not in model,nonlethal,
FEENTERabcppc,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
PGW3DS1839Z12Z15Z160c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SADT2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR140_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD9,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYTDK1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm2602,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR80_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR181y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AKGDb,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SERASr,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADSL2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm1601,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1819Z1819Z180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLYCt,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
PPCK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2AGPGAT161,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASm300,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BUP2,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
CHLPCTD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TYRTA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DATCY,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD5_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe1801845Z9Z12Z15Z_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
A2GALT4c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
FTHFD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAS181_1,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
2AGPGAT180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ETHAPT,nonlethal,not in model,not in model,,nonlethal,,,,not in model,not in model,
CYSLY3,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
ABFPT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGD3TDS1819Z1613Ec,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UAG4E,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SLCYSS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADNCYC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_glyc2p_e,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
ITCOALm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ECOAH8,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G6PP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_orn_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AGAKIc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAMPL3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_actn__R_e,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
GLUt7m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NPHS,not in model,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LDH2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ATPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FADMQOR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGTUP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR60,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR40y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL_160_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
34DHALDD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PLPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HPROa,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CRETINOLPMTACTc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
KAS_HP2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGTPtmc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DXS,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
ACACT6m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PG140abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
r0483,nonlethal,not in model,not in model,,nonlethal,,,,not in model,not in model,
3HAD40,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PCFLOPm_cho,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
BAMPPALDOXm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHOLD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FOMETRi,nonlethal,not in model,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NNATm,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
HMR_0180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CLPNS120,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PAIL1819Z160t,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SULR_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NFTYROX,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
ACACT5r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR180y,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASNS1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ARGDC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe140_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AACPS3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PIt5m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AMMQT7,not in model,not in model,nonlethal,,not in model,,,,not in model,not in model,
TRPAS1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OGMEACPD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NAt5,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
OGMEACPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACTD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FE3DCITabcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAO161p_oddc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGSA141,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3HPCOAHYD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_butso3_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTRIR_h,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
PPANA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAS120COA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CRNDCAL2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pg120_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ORNTA_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G12MT1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLUS_ferrc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
4H3NALDD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHQS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DM_ala__L_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HISLYSTHRr,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
ALCD19_L,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GCC2am,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HACD1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PLPSA21819Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FA180ACPH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LYSLYSLYSr,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
ECOAH7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK4m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MOD_2mbdhl,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FRDO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NaKt_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGK18111Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGD7DS1819Z1617Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLCGSD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AMPDA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ECOAH3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FADH2tm,not in model,not in model,not in model,,not in model,,,,not in model,nonlethal,
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYOO3,not in model,not in model,not in model,,not in model,,,,not in model,nonlethal,
ACOAD6f,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LYSLYSLYSt,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
EX_octa_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FORAMD,nonlethal,not in model,not in model,,not in model,,,,not in model,nonlethal,
13GS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT6pc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPRDNDH,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
EX_fe3hox_e,nonlethal,not in model,nonlethal,,not in model,,,,nonlethal,not in model,
PE18111Z1829Z12Zt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGW6DS1829Z12Z1627Z10Z1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_zn2_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_zymst_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PS140abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
r0047,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
6TINS5MPOR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GTHAMPORh,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
ACACT2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CEPTE_cho,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
EX_gln__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYTK2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASAD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PRO1xm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTRLASE,nonlethal,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
MG2B,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALATRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GGGABADr,nonlethal,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
OXO2Ctm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASC182ACP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3PD1ir,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NAt3_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
lipid2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_asp__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACSERthi,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
A2GALT1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
FACOAL170_anteiso,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PACOAL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THD2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHLSTI_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_asn__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3HAD161,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ARMT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HMBS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
I2FE2SR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NOS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PIN4K_SC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MCLORi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GMPR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAS121,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADS2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MYCON3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DM_leu__L_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PS180abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_ferrich_e,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
AGXT2L2,not in model,not in model,not in model,,not in model,,,,nonlethal,not in model,
IGPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AHALc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SPODM,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LCYSTATm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SHSL2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HCGALm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PE1819Z1829Z12Zt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HBCO_nadp,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
